gcf	description	gene_name	accver	gene_location	locus_tag	organism_name	infraspecific_name	taxid	species_taxid
GCF_003544815.1	Arcobacter suis CECT 7833 chromosome, complete genome	16S ribosomal RNA	NZ_CP032100.1	[2049445:2050964](-)	ASUIS_RS10530	Arcobacter suis CECT 7833	strain=CECT 7833	663365	1278212
GCF_003544815.1	Arcobacter suis CECT 7833 chromosome, complete genome	16S ribosomal RNA	NZ_CP032100.1	[2137952:2139471](-)	ASUIS_RS11015	Arcobacter suis CECT 7833	strain=CECT 7833	663365	1278212
GCF_003544815.1	Arcobacter suis CECT 7833 chromosome, complete genome	16S ribosomal RNA	NZ_CP032100.1	[2265634:2267153](-)	ASUIS_RS11660	Arcobacter suis CECT 7833	strain=CECT 7833	663365	1278212
GCF_003544815.1	Arcobacter suis CECT 7833 chromosome, complete genome	16S ribosomal RNA	NZ_CP032100.1	[2549885:2551404](-)	ASUIS_RS13085	Arcobacter suis CECT 7833	strain=CECT 7833	663365	1278212
GCF_003544835.1	Arcobacter skirrowii CCUG 10374 chromosome, complete genome	16S ribosomal RNA	NZ_CP032099.1	[887247:888766](+)	ASKIR_RS04710	Arcobacter skirrowii CCUG 10374	strain=CCUG 10374	1032239	28200
GCF_003544835.1	Arcobacter skirrowii CCUG 10374 chromosome, complete genome	16S ribosomal RNA	NZ_CP032099.1	[1373574:1375093](-)	ASKIR_RS07195	Arcobacter skirrowii CCUG 10374	strain=CCUG 10374	1032239	28200
GCF_003544835.1	Arcobacter skirrowii CCUG 10374 chromosome, complete genome	16S ribosomal RNA	NZ_CP032099.1	[1519041:1520560](-)	ASKIR_RS07965	Arcobacter skirrowii CCUG 10374	strain=CCUG 10374	1032239	28200
GCF_003544835.1	Arcobacter skirrowii CCUG 10374 chromosome, complete genome	16S ribosomal RNA	NZ_CP032099.1	[1896622:1898141](-)	ASKIR_RS09845	Arcobacter skirrowii CCUG 10374	strain=CCUG 10374	1032239	28200
GCF_003544855.1	Arcobacter marinus strain JCM 15502 chromosome, complete genome	16S ribosomal RNA	NZ_CP032101.1	[167335:168854](+)	AMRN_RS00820	Arcobacter marinus	strain=JCM 15502	505249	505249
GCF_003544855.1	Arcobacter marinus strain JCM 15502 chromosome, complete genome	16S ribosomal RNA	NZ_CP032101.1	[201537:203056](+)	AMRN_RS01005	Arcobacter marinus	strain=JCM 15502	505249	505249
GCF_003544855.1	Arcobacter marinus strain JCM 15502 chromosome, complete genome	16S ribosomal RNA	NZ_CP032101.1	[265759:267278](+)	AMRN_RS01350	Arcobacter marinus	strain=JCM 15502	505249	505249
GCF_003544855.1	Arcobacter marinus strain JCM 15502 chromosome, complete genome	16S ribosomal RNA	NZ_CP032101.1	[2082350:2083869](-)	AMRN_RS10100	Arcobacter marinus	strain=JCM 15502	505249	505249
GCF_003544855.1	Arcobacter marinus strain JCM 15502 chromosome, complete genome	16S ribosomal RNA	NZ_CP032101.1	[2411432:2412951](-)	AMRN_RS11735	Arcobacter marinus	strain=JCM 15502	505249	505249
GCF_003544855.1	Arcobacter marinus strain JCM 15502 chromosome, complete genome	16S ribosomal RNA	NZ_CP032101.1	[2862933:2864452](-)	AMRN_RS13780	Arcobacter marinus	strain=JCM 15502	505249	505249
GCF_003544915.1	Arcobacter ellisii strain LMG 26155 chromosome, complete genome	16S ribosomal RNA	NZ_CP032097.1	[951481:953000](+)	AELL_RS04870	Arcobacter ellisii	strain=LMG 26155	913109	913109
GCF_003544915.1	Arcobacter ellisii strain LMG 26155 chromosome, complete genome	16S ribosomal RNA	NZ_CP032097.1	[2142899:2144418](-)	AELL_RS10860	Arcobacter ellisii	strain=LMG 26155	913109	913109
GCF_003544915.1	Arcobacter ellisii strain LMG 26155 chromosome, complete genome	16S ribosomal RNA	NZ_CP032097.1	[2284805:2286324](-)	AELL_RS11600	Arcobacter ellisii	strain=LMG 26155	913109	913109
GCF_003544915.1	Arcobacter ellisii strain LMG 26155 chromosome, complete genome	16S ribosomal RNA	NZ_CP032097.1	[2437531:2439050](-)	AELL_RS12400	Arcobacter ellisii	strain=LMG 26155	913109	913109
GCF_003544915.1	Arcobacter ellisii strain LMG 26155 chromosome, complete genome	16S ribosomal RNA	NZ_CP032097.1	[2715689:2717208](-)	AELL_RS13775	Arcobacter ellisii	strain=LMG 26155	913109	913109
GCF_003544935.1	Arcobacter molluscorum LMG 25693 strain CECT 7696 chromosome, complete genome	16S ribosomal RNA	NZ_CP032098.1	[156310:157828](+)	AMOL_RS00775	Arcobacter molluscorum LMG 25693	strain=CECT 7696	870501	1032072
GCF_003544935.1	Arcobacter molluscorum LMG 25693 strain CECT 7696 chromosome, complete genome	16S ribosomal RNA	NZ_CP032098.1	[184095:185613](+)	AMOL_RS00940	Arcobacter molluscorum LMG 25693	strain=CECT 7696	870501	1032072
GCF_003544935.1	Arcobacter molluscorum LMG 25693 strain CECT 7696 chromosome, complete genome	16S ribosomal RNA	NZ_CP032098.1	[227084:228602](+)	AMOL_RS01185	Arcobacter molluscorum LMG 25693	strain=CECT 7696	870501	1032072
GCF_003544935.1	Arcobacter molluscorum LMG 25693 strain CECT 7696 chromosome, complete genome	16S ribosomal RNA	NZ_CP032098.1	[2008536:2010054](-)	AMOL_RS10035	Arcobacter molluscorum LMG 25693	strain=CECT 7696	870501	1032072
GCF_003544935.1	Arcobacter molluscorum LMG 25693 strain CECT 7696 chromosome, complete genome	16S ribosomal RNA	NZ_CP032098.1	[2332531:2334049](-)	AMOL_RS11720	Arcobacter molluscorum LMG 25693	strain=CECT 7696	870501	1032072
GCF_003544935.1	Arcobacter molluscorum LMG 25693 strain CECT 7696 chromosome, complete genome	16S ribosomal RNA	NZ_CP032098.1	[2751061:2752579](-)	AMOL_RS13605	Arcobacter molluscorum LMG 25693	strain=CECT 7696	870501	1032072
GCF_003546685.1	Helicobacter saguini strain 15-1458 (F3) chromosome	16S ribosomal RNA	NZ_CP028937.1	[1967461:1969840](+)	DCO60_RS08700	Helicobacter saguini	strain=15-1458 (F3)	1548018	1548018
GCF_003546685.1	Helicobacter saguini strain 15-1458 (F3) chromosome	16S ribosomal RNA	NZ_CP028937.1	[2291847:2293701](-)	DCO60_RS10310	Helicobacter saguini	strain=15-1458 (F3)	1548018	1548018
GCF_003546705.1	Helicobacter saguini strain 97-6194-5 (F0) chromosome	16S ribosomal RNA	NZ_CP028939.1	[1702787:1704641](+)	DCO58_RS07490	Helicobacter saguini	strain=97-6194-5 (F0)	1548018	1548018
GCF_003546705.1	Helicobacter saguini strain 97-6194-5 (F0) chromosome	16S ribosomal RNA	NZ_CP028939.1	[2026645:2029024](-)	DCO58_RS09095	Helicobacter saguini	strain=97-6194-5 (F0)	1548018	1548018
GCF_003546725.1	Helicobacter saguini strain 16-048 (F4) chromosome	16S ribosomal RNA	NZ_CP028936.1	[2412203:2414582](+)	DCO61_RS10655	Helicobacter saguini	strain=16-048 (F4)	1548018	1548018
GCF_003546725.1	Helicobacter saguini strain 16-048 (F4) chromosome	16S ribosomal RNA	NZ_CP028936.1	[2736587:2738441](-)	DCO61_RS12265	Helicobacter saguini	strain=16-048 (F4)	1548018	1548018
GCF_003546745.1	Helicobacter saguini strain 15-1416 (F2) chromosome	16S ribosomal RNA	NZ_CP028938.1	[971762:974141](+)	DCO59_RS04335	Helicobacter saguini	strain=15-1416 (F2)	1548018	1548018
GCF_003546745.1	Helicobacter saguini strain 15-1416 (F2) chromosome	16S ribosomal RNA	NZ_CP028938.1	[1296151:1298005](-)	DCO59_RS05940	Helicobacter saguini	strain=15-1416 (F2)	1548018	1548018
GCF_003574195.1	Helicobacter cinaedi DNA, complete genome, strain: MRY08-1234	16S ribosomal RNA	NZ_AP017374.1	[155241:156742](+)	HC081234_RS00740	Helicobacter cinaedi	strain=MRY08-1234	213	213
GCF_003574195.1	Helicobacter cinaedi DNA, complete genome, strain: MRY08-1234	16S ribosomal RNA	NZ_AP017374.1	[538925:540426](+)	HC081234_RS02705	Helicobacter cinaedi	strain=MRY08-1234	213	213
GCF_003574945.1	Campylobacter jejuni subsp. jejuni strain HPC5 chromosome, complete genome	16S ribosomal RNA	NZ_CP032316.1	[188706:190222](-)	D3Z18_RS01045	Campylobacter jejuni subsp. jejuni	strain=HPC5	32022	197
GCF_003574945.1	Campylobacter jejuni subsp. jejuni strain HPC5 chromosome, complete genome	16S ribosomal RNA	NZ_CP032316.1	[713733:715249](+)	D3Z18_RS04060	Campylobacter jejuni subsp. jejuni	strain=HPC5	32022	197
GCF_003574945.1	Campylobacter jejuni subsp. jejuni strain HPC5 chromosome, complete genome	16S ribosomal RNA	NZ_CP032316.1	[1054232:1055748](+)	D3Z18_RS05880	Campylobacter jejuni subsp. jejuni	strain=HPC5	32022	197
GCF_003636855.2	Helicobacter pylori strain HP14039 chromosome, complete genome	16S ribosomal RNA	NZ_CP034147.1	[440330:441839](+)	EAL91_RS02165	Helicobacter pylori	strain=HP14039	210	210
GCF_003636855.2	Helicobacter pylori strain HP14039 chromosome, complete genome	16S ribosomal RNA	NZ_CP034147.1	[793977:795486](+)	EAL91_RS03990	Helicobacter pylori	strain=HP14039	210	210
GCF_003640585.1	Helicobacter pylori strain GD63 chromosome, complete genome	16S ribosomal RNA	NZ_CP031558.1	[1243753:1245263](-)	DZC36_RS06075	Helicobacter pylori	strain=GD63	210	210
GCF_003640585.1	Helicobacter pylori strain GD63 chromosome, complete genome	16S ribosomal RNA	NZ_CP031558.1	[1500821:1502336](-)	DZC36_RS07425	Helicobacter pylori	strain=GD63	210	210
GCF_003660085.1	Arcobacter cryaerophilus D2610 chromosome, complete genome	16S ribosomal RNA	NZ_CP032825.1	[56092:57611](+)	ACRYD_RS00270	Arcobacter cryaerophilus D2610	strain=D2610	1032071	28198
GCF_003660085.1	Arcobacter cryaerophilus D2610 chromosome, complete genome	16S ribosomal RNA	NZ_CP032825.1	[83722:85241](+)	ACRYD_RS00365	Arcobacter cryaerophilus D2610	strain=D2610	1032071	28198
GCF_003660085.1	Arcobacter cryaerophilus D2610 chromosome, complete genome	16S ribosomal RNA	NZ_CP032825.1	[302508:304027](+)	ACRYD_RS01435	Arcobacter cryaerophilus D2610	strain=D2610	1032071	28198
GCF_003660085.1	Arcobacter cryaerophilus D2610 chromosome, complete genome	16S ribosomal RNA	NZ_CP032825.1	[540378:541897](+)	ACRYD_RS02645	Arcobacter cryaerophilus D2610	strain=D2610	1032071	28198
GCF_003660085.1	Arcobacter cryaerophilus D2610 chromosome, complete genome	16S ribosomal RNA	NZ_CP032825.1	[1264103:1265622](-)	ACRYD_RS06200	Arcobacter cryaerophilus D2610	strain=D2610	1032071	28198
GCF_003660105.1	Arcobacter cryaerophilus ATCC 43158 chromosome, complete genome	16S ribosomal RNA	NZ_CP032823.1	[69863:71382](+)	ACRYA_RS00315	Arcobacter cryaerophilus ATCC 43158	strain=ATCC 43158	1032070	28198
GCF_003660105.1	Arcobacter cryaerophilus ATCC 43158 chromosome, complete genome	16S ribosomal RNA	NZ_CP032823.1	[102393:103912](+)	ACRYA_RS00465	Arcobacter cryaerophilus ATCC 43158	strain=ATCC 43158	1032070	28198
GCF_003660105.1	Arcobacter cryaerophilus ATCC 43158 chromosome, complete genome	16S ribosomal RNA	NZ_CP032823.1	[303640:305159](+)	ACRYA_RS01455	Arcobacter cryaerophilus ATCC 43158	strain=ATCC 43158	1032070	28198
GCF_003660105.1	Arcobacter cryaerophilus ATCC 43158 chromosome, complete genome	16S ribosomal RNA	NZ_CP032823.1	[568626:570145](+)	ACRYA_RS02810	Arcobacter cryaerophilus ATCC 43158	strain=ATCC 43158	1032070	28198
GCF_003660105.1	Arcobacter cryaerophilus ATCC 43158 chromosome, complete genome	16S ribosomal RNA	NZ_CP032823.1	[785248:786767](+)	ACRYA_RS03940	Arcobacter cryaerophilus ATCC 43158	strain=ATCC 43158	1032070	28198
GCF_003711085.1	Arcobacter sp. PSE-93 chromosome	16S ribosomal RNA	NZ_CP032363.1	[111467:112985](+)	D3Z07_RS00545	Arcobacter sp. PSE-93	strain=PSE-93	2320140	2320140
GCF_003711085.1	Arcobacter sp. PSE-93 chromosome	16S ribosomal RNA	NZ_CP032363.1	[1359454:1360972](-)	D3Z07_RS06985	Arcobacter sp. PSE-93	strain=PSE-93	2320140	2320140
GCF_003711085.1	Arcobacter sp. PSE-93 chromosome	16S ribosomal RNA	NZ_CP032363.1	[2026741:2028259](+)	D3Z07_RS10235	Arcobacter sp. PSE-93	strain=PSE-93	2320140	2320140
GCF_003711085.1	Arcobacter sp. PSE-93 chromosome	16S ribosomal RNA	NZ_CP032363.1	[2187334:2188852](+)	D3Z07_RS11000	Arcobacter sp. PSE-93	strain=PSE-93	2320140	2320140
GCF_003711085.1	Arcobacter sp. PSE-93 chromosome	16S ribosomal RNA	NZ_CP032363.1	[2490881:2492399](+)	D3Z07_RS12305	Arcobacter sp. PSE-93	strain=PSE-93	2320140	2320140
GCF_003711085.1	Arcobacter sp. PSE-93 chromosome	16S ribosomal RNA	NZ_CP032363.1	[2759939:2761457](+)	D3Z07_RS13710	Arcobacter sp. PSE-93	strain=PSE-93	2320140	2320140
GCF_003711165.1	Helicobacter pylori strain Hp_TH2099 chromosome	16S ribosomal RNA	NZ_CP025748.1	[1207056:1208565](-)	C1I82_RS05655	Helicobacter pylori	strain=Hp_TH2099	210	210
GCF_003711165.1	Helicobacter pylori strain Hp_TH2099 chromosome	16S ribosomal RNA	NZ_CP025748.1	[1510585:1512094](-)	C1I82_RS07205	Helicobacter pylori	strain=Hp_TH2099	210	210
GCF_003855475.1	Helicobacter pylori strain Hpbs1 chromosome, complete genome	16S ribosomal RNA	NZ_CP034071.1	[93011:94520](+)	EHU52_RS00435	Helicobacter pylori	strain=Hpbs1	210	210
GCF_003855475.1	Helicobacter pylori strain Hpbs1 chromosome, complete genome	16S ribosomal RNA	NZ_CP034071.1	[346246:347756](+)	EHU52_RS01775	Helicobacter pylori	strain=Hpbs1	210	210
GCF_003939045.1	Arcobacter skirrowii strain A2S6 chromosome, complete genome	16S ribosomal RNA	NZ_CP034309.1	[818679:820198](+)	EI285_RS04380	Arcobacter skirrowii	strain=A2S6	28200	28200
GCF_003939045.1	Arcobacter skirrowii strain A2S6 chromosome, complete genome	16S ribosomal RNA	NZ_CP034309.1	[1255680:1257199](-)	EI285_RS06630	Arcobacter skirrowii	strain=A2S6	28200	28200
GCF_003939045.1	Arcobacter skirrowii strain A2S6 chromosome, complete genome	16S ribosomal RNA	NZ_CP034309.1	[1438496:1440015](-)	EI285_RS07590	Arcobacter skirrowii	strain=A2S6	28200	28200
GCF_003939045.1	Arcobacter skirrowii strain A2S6 chromosome, complete genome	16S ribosomal RNA	NZ_CP034309.1	[1799852:1801371](-)	EI285_RS09385	Arcobacter skirrowii	strain=A2S6	28200	28200
GCF_003939085.1	Helicobacter pylori strain HP42K chromosome, complete genome	16S ribosomal RNA	NZ_CP034314.1	[1185685:1187194](-)	D8X56_RS05745	Helicobacter pylori	strain=HP42K	210	210
GCF_003939085.1	Helicobacter pylori strain HP42K chromosome, complete genome	16S ribosomal RNA	NZ_CP034314.1	[1463030:1464539](-)	D8X56_RS07165	Helicobacter pylori	strain=HP42K	210	210
GCF_003950275.1	Campylobacter jejuni subsp. jejuni strain CLB104 chromosome, complete genome	16S ribosomal RNA	NZ_CP034393.1	[37392:38908](+)	EJJ14_RS00145	Campylobacter jejuni subsp. jejuni	strain=CLB104	32022	197
GCF_003950275.1	Campylobacter jejuni subsp. jejuni strain CLB104 chromosome, complete genome	16S ribosomal RNA	NZ_CP034393.1	[392025:393541](+)	EJJ14_RS02100	Campylobacter jejuni subsp. jejuni	strain=CLB104	32022	197
GCF_003950275.1	Campylobacter jejuni subsp. jejuni strain CLB104 chromosome, complete genome	16S ribosomal RNA	NZ_CP034393.1	[738537:740053](+)	EJJ14_RS03955	Campylobacter jejuni subsp. jejuni	strain=CLB104	32022	197
GCF_003957395.1	Helicobacter pylori strain H-137 chromosome, complete genome	16S ribosomal RNA	NZ_CP025474.1	[97543:99053](+)	CYK58_RS00465	Helicobacter pylori	strain=H-137	210	210
GCF_003957395.1	Helicobacter pylori strain H-137 chromosome, complete genome	16S ribosomal RNA	NZ_CP025474.1	[353107:354617](+)	CYK58_RS01815	Helicobacter pylori	strain=H-137	210	210
GCF_003971585.1	Campylobacter jejuni subsp. jejuni strain huA17 chromosome, complete genome	16S ribosomal RNA	NZ_CP028372.1	[39092:40608](+)	A17_RS00150	Campylobacter jejuni subsp. jejuni	strain=huA17	32022	197
GCF_003971585.1	Campylobacter jejuni subsp. jejuni strain huA17 chromosome, complete genome	16S ribosomal RNA	NZ_CP028372.1	[395470:396986](+)	A17_RS02110	Campylobacter jejuni subsp. jejuni	strain=huA17	32022	197
GCF_003971585.1	Campylobacter jejuni subsp. jejuni strain huA17 chromosome, complete genome	16S ribosomal RNA	NZ_CP028372.1	[736439:737955](+)	A17_RS03945	Campylobacter jejuni subsp. jejuni	strain=huA17	32022	197
GCF_003999645.1	Campylobacter jejuni subsp. jejuni strain ATCC 33560, complete genome	16S ribosomal RNA	NZ_CP019838.1	[28517:30033](+)	B1780_RS00155	Campylobacter jejuni subsp. jejuni	strain=ATCC 33560	32022	197
GCF_003999645.1	Campylobacter jejuni subsp. jejuni strain ATCC 33560, complete genome	16S ribosomal RNA	NZ_CP019838.1	[315020:316536](+)	B1780_RS01625	Campylobacter jejuni subsp. jejuni	strain=ATCC 33560	32022	197
GCF_003999645.1	Campylobacter jejuni subsp. jejuni strain ATCC 33560, complete genome	16S ribosomal RNA	NZ_CP019838.1	[1439052:1440568](+)	B1780_RS07320	Campylobacter jejuni subsp. jejuni	strain=ATCC 33560	32022	197
GCF_004006315.1	Nautilia profundicola strain PV-1 chromosome, complete genome	16S ribosomal RNA	NZ_CP026530.1	[143378:144885](+)	C3L23_RS00785	Nautilia profundicola	strain=PV-1	244787	244787
GCF_004006315.1	Nautilia profundicola strain PV-1 chromosome, complete genome	16S ribosomal RNA	NZ_CP026530.1	[667618:669125](+)	C3L23_RS03690	Nautilia profundicola	strain=PV-1	244787	244787
GCF_004006315.1	Nautilia profundicola strain PV-1 chromosome, complete genome	16S ribosomal RNA	NZ_CP026530.1	[1596972:1598479](-)	C3L23_RS08335	Nautilia profundicola	strain=PV-1	244787	244787
GCF_004006315.1	Nautilia profundicola strain PV-1 chromosome, complete genome	16S ribosomal RNA	NZ_CP026530.1	[1753664:1755171](-)	C3L23_RS09205	Nautilia profundicola	strain=PV-1	244787	244787
GCF_004088075.1	Helicobacter pylori strain Hpbs3 chromosome, complete genome	16S ribosomal RNA	NZ_CP035106.1	[98977:100487](+)	EM806_RS00450	Helicobacter pylori	strain=Hpbs3	210	210
GCF_004088075.1	Helicobacter pylori strain Hpbs3 chromosome, complete genome	16S ribosomal RNA	NZ_CP035106.1	[347795:349301](+)	EM806_RS01765	Helicobacter pylori	strain=Hpbs3	210	210
GCF_004088155.1	Helicobacter pylori strain Hpbs2 chromosome, complete genome	16S ribosomal RNA	NZ_CP035105.1	[99054:100560](+)	EM803_RS00465	Helicobacter pylori	strain=Hpbs2	210	210
GCF_004088155.1	Helicobacter pylori strain Hpbs2 chromosome, complete genome	16S ribosomal RNA	NZ_CP035105.1	[350184:351693](+)	EM803_RS01815	Helicobacter pylori	strain=Hpbs2	210	210
GCF_004214795.1	Arcobacter pacificus strain LMG 26638 chromosome, complete genome	16S ribosomal RNA	NZ_CP035928.1	[1725697:1727215](-)	APAC_RS08670	Arcobacter pacificus	strain=LMG 26638	1080223	1080223
GCF_004214795.1	Arcobacter pacificus strain LMG 26638 chromosome, complete genome	16S ribosomal RNA	NZ_CP035928.1	[1870367:1871885](-)	APAC_RS09420	Arcobacter pacificus	strain=LMG 26638	1080223	1080223
GCF_004214795.1	Arcobacter pacificus strain LMG 26638 chromosome, complete genome	16S ribosomal RNA	NZ_CP035928.1	[2156290:2157808](-)	APAC_RS10915	Arcobacter pacificus	strain=LMG 26638	1080223	1080223
GCF_004214795.1	Arcobacter pacificus strain LMG 26638 chromosome, complete genome	16S ribosomal RNA	NZ_CP035928.1	[2571715:2573233](-)	APAC_RS12770	Arcobacter pacificus	strain=LMG 26638	1080223	1080223
GCF_004214795.1	Arcobacter pacificus strain LMG 26638 chromosome, complete genome	16S ribosomal RNA	NZ_CP035928.1	[2577672:2579190](-)	APAC_RS12785	Arcobacter pacificus	strain=LMG 26638	1080223	1080223
GCF_004214815.1	Arcobacter thereius LMG 24486 chromosome, complete genome	16S ribosomal RNA	NZ_CP035926.1	[446612:448131](+)	ATH_RS02365	Arcobacter thereius LMG 24486	strain=LMG 24486	1032240	544718
GCF_004214815.1	Arcobacter thereius LMG 24486 chromosome, complete genome	16S ribosomal RNA	NZ_CP035926.1	[1070575:1072094](-)	ATH_RS05535	Arcobacter thereius LMG 24486	strain=LMG 24486	1032240	544718
GCF_004214815.1	Arcobacter thereius LMG 24486 chromosome, complete genome	16S ribosomal RNA	NZ_CP035926.1	[1352325:1353844](-)	ATH_RS07005	Arcobacter thereius LMG 24486	strain=LMG 24486	1032240	544718
GCF_004214815.1	Arcobacter thereius LMG 24486 chromosome, complete genome	16S ribosomal RNA	NZ_CP035926.1	[1849860:1851379](-)	ATH_RS09515	Arcobacter thereius LMG 24486	strain=LMG 24486	1032240	544718
GCF_004295525.1	Helicobacter pylori DNA, complete genome, strain: ATCC43504	16S ribosomal RNA	NZ_AP017632.1	[659506:661015](+)	HPPMSS1_RS03400	Helicobacter pylori	strain=ATCC 43504	210	210
GCF_004295525.1	Helicobacter pylori DNA, complete genome, strain: ATCC43504	16S ribosomal RNA	NZ_AP017632.1	[1663032:1664542](-)	HPPMSS1_RS08280	Helicobacter pylori	strain=ATCC 43504	210	210
GCF_004295545.1	Helicobacter pylori DNA, complete genome, strain: PMSS1	16S ribosomal RNA	NZ_AP017633.1	[98888:100397](+)	HPATCC43504_RS00460	Helicobacter pylori	strain=PMSS1	210	210
GCF_004295545.1	Helicobacter pylori DNA, complete genome, strain: PMSS1	16S ribosomal RNA	NZ_AP017633.1	[374507:376016](+)	HPATCC43504_RS01880	Helicobacter pylori	strain=PMSS1	210	210
GCF_004299785.1	[Arcobacter] porcinus strain CCUG 56899 chromosome, complete genome	16S ribosomal RNA	NZ_CP036246.1	[449562:451081](+)	APORC_RS02385	[Arcobacter] porcinus	strain=CCUG 56899	1935204	1935204
GCF_004299785.1	[Arcobacter] porcinus strain CCUG 56899 chromosome, complete genome	16S ribosomal RNA	NZ_CP036246.1	[822748:824267](+)	APORC_RS04295	[Arcobacter] porcinus	strain=CCUG 56899	1935204	1935204
GCF_004299785.1	[Arcobacter] porcinus strain CCUG 56899 chromosome, complete genome	16S ribosomal RNA	NZ_CP036246.1	[1442352:1443871](-)	APORC_RS07440	[Arcobacter] porcinus	strain=CCUG 56899	1935204	1935204
GCF_004299785.1	[Arcobacter] porcinus strain CCUG 56899 chromosome, complete genome	16S ribosomal RNA	NZ_CP036246.1	[1952899:1954418](-)	APORC_RS10050	[Arcobacter] porcinus	strain=CCUG 56899	1935204	1935204
GCF_004307315.1	Campylobacter coli strain RM2228 chromosome, complete genome	16S ribosomal RNA	NZ_CP035927.1	[36591:38107](+)	CCO2228_RS00145	Campylobacter coli	strain=RM2228	195	195
GCF_004307315.1	Campylobacter coli strain RM2228 chromosome, complete genome	16S ribosomal RNA	NZ_CP035927.1	[443224:444740](+)	CCO2228_RS02310	Campylobacter coli	strain=RM2228	195	195
GCF_004307315.1	Campylobacter coli strain RM2228 chromosome, complete genome	16S ribosomal RNA	NZ_CP035927.1	[714600:716116](+)	CCO2228_RS03680	Campylobacter coli	strain=RM2228	195	195
GCF_004328905.1	Campylobacter jejuni strain FORC_083 chromosome, complete genome	16S ribosomal RNA	NZ_CP028933.1	[37387:38903](+)	FORC83_RS00145	Campylobacter jejuni	strain=FORC_083	197	197
GCF_004328905.1	Campylobacter jejuni strain FORC_083 chromosome, complete genome	16S ribosomal RNA	NZ_CP028933.1	[392735:394251](+)	FORC83_RS02085	Campylobacter jejuni	strain=FORC_083	197	197
GCF_004328905.1	Campylobacter jejuni strain FORC_083 chromosome, complete genome	16S ribosomal RNA	NZ_CP028933.1	[690891:692407](+)	FORC83_RS03610	Campylobacter jejuni	strain=FORC_083	197	197
GCF_004345045.1	Campylobacter volucris strain 2014D-0083 chromosome, complete genome	16S ribosomal RNA	NZ_CP037746.1	[130792:132308](+)	A9460_RS00660	Campylobacter volucris	strain=2014D-0083	1031542	1031542
GCF_004345045.1	Campylobacter volucris strain 2014D-0083 chromosome, complete genome	16S ribosomal RNA	NZ_CP037746.1	[1031211:1032727](-)	A9460_RS05220	Campylobacter volucris	strain=2014D-0083	1031542	1031542
GCF_004345045.1	Campylobacter volucris strain 2014D-0083 chromosome, complete genome	16S ribosomal RNA	NZ_CP037746.1	[1125554:1127070](-)	A9460_RS05695	Campylobacter volucris	strain=2014D-0083	1031542	1031542
GCF_004345065.1	Campylobacter helveticus strain 2013D-9613 chromosome, complete genome	16S ribosomal RNA	NZ_CP037747.1	[181615:183275](-)	A0073_RS00980	Campylobacter helveticus	strain=2013D-9613	28898	28898
GCF_004345065.1	Campylobacter helveticus strain 2013D-9613 chromosome, complete genome	16S ribosomal RNA	NZ_CP037747.1	[846557:848217](-)	A0073_RS04610	Campylobacter helveticus	strain=2013D-9613	28898	28898
GCF_004345065.1	Campylobacter helveticus strain 2013D-9613 chromosome, complete genome	16S ribosomal RNA	NZ_CP037747.1	[1324345:1326004](+)	A0073_RS07110	Campylobacter helveticus	strain=2013D-9613	28898	28898
GCF_004924295.1	Campylobacter jejuni strain BC chromosome, complete genome	16S ribosomal RNA	NZ_CP032522.1	[37397:38913](+)	D6I99_RS00145	Campylobacter jejuni	strain=BC	197	197
GCF_004924295.1	Campylobacter jejuni strain BC chromosome, complete genome	16S ribosomal RNA	NZ_CP032522.1	[396294:397810](+)	D6I99_RS02090	Campylobacter jejuni	strain=BC	197	197
GCF_004924295.1	Campylobacter jejuni strain BC chromosome, complete genome	16S ribosomal RNA	NZ_CP032522.1	[675104:676620](+)	D6I99_RS03540	Campylobacter jejuni	strain=BC	197	197
GCF_005083985.1	Cetia pacifica strain TB6 chromosome	16S ribosomal RNA	NZ_CP027432.1	[127134:128642](+)	C6V80_RS00720	Cetia pacifica	strain=TB6	1424653	1424653
GCF_005083985.1	Cetia pacifica strain TB6 chromosome	16S ribosomal RNA	NZ_CP027432.1	[623027:624535](+)	C6V80_RS03400	Cetia pacifica	strain=TB6	1424653	1424653
GCF_005083985.1	Cetia pacifica strain TB6 chromosome	16S ribosomal RNA	NZ_CP027432.1	[1576796:1578304](-)	C6V80_RS08360	Cetia pacifica	strain=TB6	1424653	1424653
GCF_005083985.1	Cetia pacifica strain TB6 chromosome	16S ribosomal RNA	NZ_CP027432.1	[1745868:1747376](-)	C6V80_RS09305	Cetia pacifica	strain=TB6	1424653	1424653
GCF_005517455.1	Campylobacter coli strain S9 chromosome, complete genome	16S ribosomal RNA	NZ_CP040239.1	[36530:38046](+)	FD987_RS00145	Campylobacter coli	strain=S9	195	195
GCF_005517455.1	Campylobacter coli strain S9 chromosome, complete genome	16S ribosomal RNA	NZ_CP040239.1	[479985:481501](+)	FD987_RS02520	Campylobacter coli	strain=S9	195	195
GCF_005517455.1	Campylobacter coli strain S9 chromosome, complete genome	16S ribosomal RNA	NZ_CP040239.1	[742441:743957](+)	FD987_RS03840	Campylobacter coli	strain=S9	195	195
GCF_005843985.1	Caminibacter mediatlanticus TB-2 chromosome, complete genome	16S ribosomal RNA	NZ_CP040463.1	[30184:31700](-)	FE773_RS00165	Caminibacter mediatlanticus TB-2	strain=TB-2	391592	291048
